            it,	        volume,	           obj,	     step-size,	    num-reeval,	  succ-objdiff,	     stnrty-L2
             0,	9.00000000e-01,	1.55694103e-02,	5.00000000e-01,	             0,	           inf,	7.51146283e-02
             1,	8.99999998e-01,	9.08980370e-03,	5.00000000e-01,	             0,	6.47960662e-03,	3.15361438e-02
             2,	9.00000000e-01,	5.83113384e-03,	5.00000000e-01,	             0,	3.25866986e-03,	1.37519687e-02
             3,	8.99999996e-01,	4.47623182e-03,	5.00000000e-01,	             0,	1.35490201e-03,	8.93411818e-03
             4,	9.00000003e-01,	3.75089438e-03,	5.00000000e-01,	             0,	7.25337438e-04,	5.48525492e-03
             5,	9.00000004e-01,	3.28138658e-03,	5.00000000e-01,	             0,	4.69507805e-04,	4.03794000e-03
             6,	8.99999998e-01,	2.99715276e-03,	5.00000000e-01,	             0,	2.84233820e-04,	3.33836279e-03
             7,	9.00000002e-01,	2.69906049e-03,	5.00000000e-01,	             0,	2.98092270e-04,	2.76198479e-03
             8,	8.99999998e-01,	2.40806180e-03,	5.00000000e-01,	             0,	2.90998689e-04,	2.28505991e-03
             9,	8.99999998e-01,	2.11420976e-03,	5.00000000e-01,	             0,	2.93852038e-04,	1.80018340e-03
            10,	9.00000003e-01,	1.86230105e-03,	5.00000000e-01,	             0,	2.51908712e-04,	1.35363456e-03
            11,	9.00000000e-01,	1.67819201e-03,	5.00000000e-01,	             0,	1.84109039e-04,	1.11262461e-03
            12,	8.99999999e-01,	1.55526920e-03,	5.00000000e-01,	             0,	1.22922810e-04,	9.04817903e-04
            13,	8.99999999e-01,	1.48061382e-03,	5.00000000e-01,	             0,	7.46553810e-05,	6.84107488e-04
            14,	9.00000001e-01,	1.43031026e-03,	5.00000000e-01,	             0,	5.03035597e-05,	6.09904847e-04
            15,	8.99999999e-01,	1.39146745e-03,	5.00000000e-01,	             0,	3.88428077e-05,	5.33225797e-04
            16,	8.99999999e-01,	1.36616396e-03,	5.00000000e-01,	             0,	2.53034944e-05,	4.29180126e-04
            17,	9.00000001e-01,	1.34547259e-03,	5.00000000e-01,	             0,	2.06913712e-05,	4.07041784e-04
            18,	8.99999999e-01,	1.32734484e-03,	5.00000000e-01,	             0,	1.81277439e-05,	3.82958652e-04
            19,	9.00000000e-01,	1.31286516e-03,	5.00000000e-01,	             0,	1.44796837e-05,	3.14077584e-04
            20,	9.00000000e-01,	1.30314878e-03,	5.00000000e-01,	             0,	9.71637912e-06,	2.88033655e-04
            21,	9.00000000e-01,	1.29483080e-03,	5.00000000e-01,	             0,	8.31797779e-06,	2.76949626e-04
            22,	9.00000001e-01,	1.28717523e-03,	5.00000000e-01,	             0,	7.65557154e-06,	2.65670030e-04
            23,	9.00000000e-01,	1.28044352e-03,	5.00000000e-01,	             0,	6.73171068e-06,	2.55011769e-04
            24,	9.00000000e-01,	1.27446422e-03,	5.00000000e-01,	             0,	5.97930171e-06,	2.41521927e-04
            25,	9.00000000e-01,	1.27042423e-03,	5.00000000e-01,	             0,	4.03999269e-06,	2.03611361e-04
            26,	9.00000000e-01,	1.26729186e-03,	5.00000000e-01,	             0,	3.13236859e-06,	1.95298564e-04
            27,	9.00000000e-01,	1.26455295e-03,	5.00000000e-01,	             0,	2.73890873e-06,	1.86645072e-04
            28,	9.00000000e-01,	1.26212178e-03,	5.00000000e-01,	             0,	2.43116696e-06,	1.77570328e-04
            29,	9.00000000e-01,	1.25985703e-03,	5.00000000e-01,	             0,	2.26474750e-06,	1.66634767e-04
            30,	9.00000000e-01,	1.25764179e-03,	5.00000000e-01,	             0,	2.21523984e-06,	1.59503411e-04
            31,	9.00000000e-01,	1.25537717e-03,	5.00000000e-01,	             0,	2.26462251e-06,	1.54409366e-04
            32,	9.00000000e-01,	1.25297237e-03,	5.00000000e-01,	             0,	2.40480129e-06,	1.49702653e-04
            33,	9.00000000e-01,	1.25057204e-03,	5.00000000e-01,	             0,	2.40033442e-06,	1.44897527e-04
            34,	9.00000000e-01,	1.24845997e-03,	5.00000000e-01,	             0,	2.11207013e-06,	1.38455391e-04
            35,	9.00000000e-01,	1.24683109e-03,	5.00000000e-01,	             0,	1.62887263e-06,	1.13977595e-04
            36,	9.00000000e-01,	1.24611903e-03,	5.00000000e-01,	             0,	7.12063624e-07,	1.10597799e-04
            37,	9.00000000e-01,	1.24545723e-03,	5.00000000e-01,	             0,	6.61799888e-07,	1.07806585e-04
            38,	9.00000000e-01,	1.24483943e-03,	5.00000000e-01,	             0,	6.17795779e-07,	1.05318394e-04
            39,	9.00000000e-01,	1.24425556e-03,	5.00000000e-01,	             0,	5.83871408e-07,	1.03088024e-04
            40,	9.00000000e-01,	1.24369997e-03,	5.00000000e-01,	             0,	5.55591770e-07,	1.00667552e-04
            41,	9.00000000e-01,	1.24316918e-03,	5.00000000e-01,	             0,	5.30793502e-07,	9.86948123e-05
            42,	9.00000000e-01,	1.24265701e-03,	5.00000000e-01,	             0,	5.12164377e-07,	9.67028801e-05
            43,	9.00000000e-01,	1.24215895e-03,	5.00000000e-01,	             0,	4.98067607e-07,	9.47792976e-05
            44,	9.00000000e-01,	1.24167313e-03,	5.00000000e-01,	             0,	4.85819118e-07,	9.29758280e-05
            45,	9.00000000e-01,	1.24119464e-03,	5.00000000e-01,	             0,	4.78484248e-07,	9.11616778e-05
            46,	9.00000000e-01,	1.24071719e-03,	5.00000000e-01,	             0,	4.77453701e-07,	8.95004049e-05
            47,	9.00000000e-01,	1.24023890e-03,	5.00000000e-01,	             0,	4.78288128e-07,	8.80347758e-05
            48,	9.00000000e-01,	1.23975646e-03,	5.00000000e-01,	             0,	4.82442562e-07,	8.67482781e-05
            49,	9.00000000e-01,	1.23926189e-03,	5.00000000e-01,	             0,	4.94572322e-07,	8.54234985e-05
            50,	9.00000000e-01,	1.23875397e-03,	5.00000000e-01,	             0,	5.07911721e-07,	8.41254034e-05
            51,	9.00000000e-01,	1.23822241e-03,	5.00000000e-01,	             0,	5.31562236e-07,	8.31958042e-05
            52,	9.00000000e-01,	1.23765464e-03,	5.00000000e-01,	             0,	5.67770909e-07,	8.20677320e-05
            53,	9.00000000e-01,	1.23703561e-03,	5.00000000e-01,	             0,	6.19027471e-07,	8.12347045e-05
            54,	9.00000000e-01,	1.23634386e-03,	5.00000000e-01,	             0,	6.91750885e-07,	8.04083453e-05
            55,	9.00000000e-01,	1.23555921e-03,	5.00000000e-01,	             0,	7.84655376e-07,	7.96462248e-05
            56,	9.00000000e-01,	1.23467811e-03,	5.00000000e-01,	             0,	8.81099566e-07,	7.82642168e-05
            57,	9.00000000e-01,	1.23375069e-03,	5.00000000e-01,	             0,	9.27420916e-07,	7.60206599e-05
            58,	9.00000000e-01,	1.23295622e-03,	5.00000000e-01,	             0,	7.94470365e-07,	7.16885082e-05
            59,	9.00000000e-01,	1.23251667e-03,	5.00000000e-01,	             0,	4.39549350e-07,	6.02053802e-05
            60,	9.00000000e-01,	1.23229479e-03,	5.00000000e-01,	             0,	2.21878310e-07,	5.92537459e-05
            61,	9.00000000e-01,	1.23208369e-03,	5.00000000e-01,	             0,	2.11101567e-07,	5.83698978e-05
            62,	9.00000000e-01,	1.23188037e-03,	5.00000000e-01,	             0,	2.03316762e-07,	5.74357690e-05
            63,	9.00000000e-01,	1.23168834e-03,	5.00000000e-01,	             0,	1.92032507e-07,	5.67746290e-05
            64,	9.00000000e-01,	1.23150115e-03,	5.00000000e-01,	             0,	1.87186572e-07,	5.60802713e-05
            65,	9.00000000e-01,	1.23132231e-03,	5.00000000e-01,	             0,	1.78838343e-07,	5.53944230e-05
            66,	9.00000000e-01,	1.23114849e-03,	5.00000000e-01,	             0,	1.73819086e-07,	5.47676189e-05
            67,	9.00000000e-01,	1.23098718e-03,	5.00000000e-01,	             0,	1.61314596e-07,	5.40962800e-05
            68,	9.00000000e-01,	1.23082941e-03,	5.00000000e-01,	             0,	1.57767551e-07,	5.36432899e-05
            69,	9.00000000e-01,	1.23067727e-03,	5.00000000e-01,	             0,	1.52137510e-07,	5.30141150e-05
            70,	9.00000000e-01,	1.23053002e-03,	5.00000000e-01,	             0,	1.47250551e-07,	5.25367275e-05
            71,	9.00000000e-01,	1.23038252e-03,	5.00000000e-01,	             0,	1.47504738e-07,	5.21331245e-05
            72,	9.00000000e-01,	1.23023816e-03,	5.00000000e-01,	             0,	1.44361295e-07,	5.18401345e-05
