            it,	        volume,	           obj,	     step-size,	    num-reeval,	  succ-objdiff,	     stnrty-L2
             0,	9.00000000e-01,	1.55694103e-02,	5.00000000e-01,	             0,	           inf,	7.51146283e-02
             1,	9.00000003e-01,	9.56398173e-03,	5.00000000e-01,	             0,	6.00542859e-03,	5.11173714e-02
             2,	8.99999997e-01,	5.74873728e-03,	5.00000000e-01,	             0,	3.81524445e-03,	2.16372687e-02
             3,	8.99999999e-01,	4.50329431e-03,	5.00000000e-01,	             0,	1.24544297e-03,	1.36638613e-02
             4,	9.00000000e-01,	3.91830866e-03,	5.00000000e-01,	             0,	5.84985647e-04,	8.91291584e-03
             5,	9.00000000e-01,	3.40602350e-03,	5.00000000e-01,	             0,	5.12285154e-04,	7.13556463e-03
             6,	8.99999996e-01,	3.04043386e-03,	5.00000000e-01,	             0,	3.65589649e-04,	4.94570407e-03
             7,	9.00000004e-01,	2.69557115e-03,	5.00000000e-01,	             0,	3.44862711e-04,	3.98479179e-03
             8,	9.00000003e-01,	2.33630717e-03,	5.00000000e-01,	             0,	3.59263979e-04,	2.71976779e-03
             9,	9.00000002e-01,	2.05152274e-03,	5.00000000e-01,	             0,	2.84784427e-04,	2.06417112e-03
            10,	9.00000000e-01,	1.80361746e-03,	5.00000000e-01,	             0,	2.47905276e-04,	1.26035901e-03
            11,	8.99999997e-01,	1.65165897e-03,	5.00000000e-01,	             0,	1.51958498e-04,	1.02071814e-03
            12,	9.00000000e-01,	1.54814127e-03,	5.00000000e-01,	             0,	1.03517699e-04,	7.50129718e-04
            13,	9.00000000e-01,	1.48398330e-03,	5.00000000e-01,	             0,	6.41579678e-05,	6.36265306e-04
            14,	9.00000001e-01,	1.43266109e-03,	5.00000000e-01,	             0,	5.13222063e-05,	5.48098580e-04
            15,	9.00000000e-01,	1.39745305e-03,	5.00000000e-01,	             0,	3.52080435e-05,	4.89647439e-04
            16,	9.00000001e-01,	1.37259343e-03,	5.00000000e-01,	             0,	2.48596162e-05,	4.17091943e-04
            17,	9.00000000e-01,	1.35179356e-03,	5.00000000e-01,	             0,	2.07998688e-05,	3.86252640e-04
            18,	9.00000000e-01,	1.33319556e-03,	5.00000000e-01,	             0,	1.85979991e-05,	3.60087134e-04
            19,	8.99999999e-01,	1.31686430e-03,	5.00000000e-01,	             0,	1.63312656e-05,	3.30440978e-04
            20,	9.00000000e-01,	1.30678075e-03,	5.00000000e-01,	             0,	1.00835468e-05,	2.80343186e-04
            21,	9.00000000e-01,	1.29943409e-03,	5.00000000e-01,	             0,	7.34666525e-06,	2.66058786e-04
            22,	9.00000000e-01,	1.29292925e-03,	5.00000000e-01,	             0,	6.50483850e-06,	2.53450957e-04
