            it,	        volume,	           obj,	     step-size,	    num-reeval,	  succ-objdiff,	     stnrty-L2
             0,	9.00000000e-01,	1.55694103e-02,	5.00000000e-01,	             0,	           inf,	7.51146283e-02
             1,	8.99999999e-01,	9.18819209e-03,	5.00000000e-01,	             0,	6.38121823e-03,	3.86879100e-02
             2,	9.00000006e-01,	5.67118558e-03,	5.00000000e-01,	             0,	3.51700652e-03,	1.55232217e-02
             3,	9.00000003e-01,	4.34377616e-03,	5.00000000e-01,	             0,	1.32740942e-03,	9.95140262e-03
             4,	9.00000006e-01,	3.72950897e-03,	5.00000000e-01,	             0,	6.14267191e-04,	6.13501896e-03
             5,	8.99999997e-01,	3.29744147e-03,	5.00000000e-01,	             0,	4.32067496e-04,	4.81932382e-03
             6,	9.00000003e-01,	3.02287731e-03,	5.00000000e-01,	             0,	2.74564163e-04,	3.77121090e-03
             7,	8.99999998e-01,	2.71879559e-03,	5.00000000e-01,	             0,	3.04081721e-04,	3.05678977e-03
             8,	8.99999995e-01,	2.42231411e-03,	5.00000000e-01,	             0,	2.96481480e-04,	2.41627605e-03
             9,	9.00000005e-01,	2.12743782e-03,	5.00000000e-01,	             0,	2.94876283e-04,	1.85974074e-03
            10,	8.99999997e-01,	1.86696906e-03,	5.00000000e-01,	             0,	2.60468767e-04,	1.31892935e-03
            11,	8.99999998e-01,	1.68020814e-03,	5.00000000e-01,	             0,	1.86760918e-04,	1.06247695e-03
            12,	9.00000001e-01,	1.55598907e-03,	5.00000000e-01,	             0,	1.24219071e-04,	8.59219635e-04
            13,	9.00000001e-01,	1.47523159e-03,	5.00000000e-01,	             0,	8.07574816e-05,	6.87755192e-04
            14,	9.00000000e-01,	1.42340934e-03,	5.00000000e-01,	             0,	5.18222463e-05,	6.04057445e-04
            15,	9.00000000e-01,	1.38961069e-03,	5.00000000e-01,	             0,	3.37986475e-05,	5.11181856e-04
            16,	8.99999999e-01,	1.36229672e-03,	5.00000000e-01,	             0,	2.73139705e-05,	4.22899008e-04
            17,	9.00000001e-01,	1.34205302e-03,	5.00000000e-01,	             0,	2.02437030e-05,	3.90826271e-04
            18,	9.00000000e-01,	1.32481045e-03,	5.00000000e-01,	             0,	1.72425634e-05,	3.60871706e-04
            19,	9.00000000e-01,	1.31134039e-03,	5.00000000e-01,	             0,	1.34700656e-05,	3.32677789e-04
            20,	9.00000000e-01,	1.30134577e-03,	5.00000000e-01,	             0,	9.99462240e-06,	2.74558967e-04
            21,	9.00000000e-01,	1.29464507e-03,	5.00000000e-01,	             0,	6.70069288e-06,	2.60490527e-04
            22,	9.00000000e-01,	1.28858254e-03,	5.00000000e-01,	             0,	6.06253600e-06,	2.49867469e-04
            23,	9.00000001e-01,	1.28284229e-03,	5.00000000e-01,	             0,	5.74024685e-06,	2.40826331e-04
            24,	8.99999999e-01,	1.27721194e-03,	5.00000000e-01,	             0,	5.63035058e-06,	2.32456489e-04
            25,	9.00000001e-01,	1.27191022e-03,	5.00000000e-01,	             0,	5.30172197e-06,	2.21728580e-04
            26,	9.00000001e-01,	1.26740632e-03,	5.00000000e-01,	             0,	4.50390170e-06,	2.06683636e-04
            27,	9.00000000e-01,	1.26459562e-03,	5.00000000e-01,	             0,	2.81069699e-06,	1.74832629e-04
            28,	9.00000000e-01,	1.26256381e-03,	5.00000000e-01,	             0,	2.03181353e-06,	1.67069396e-04
            29,	9.00000000e-01,	1.26072147e-03,	5.00000000e-01,	             0,	1.84233848e-06,	1.60210235e-04
            30,	9.00000000e-01,	1.25904475e-03,	5.00000000e-01,	             0,	1.67672162e-06,	1.54099057e-04
            31,	9.00000000e-01,	1.25752229e-03,	5.00000000e-01,	             0,	1.52245388e-06,	1.48394429e-04
            32,	9.00000000e-01,	1.25614862e-03,	5.00000000e-01,	             0,	1.37367182e-06,	1.43381387e-04
            33,	9.00000000e-01,	1.25478257e-03,	5.00000000e-01,	             0,	1.36605086e-06,	1.39571812e-04
            34,	9.00000000e-01,	1.25337284e-03,	5.00000000e-01,	             0,	1.40973343e-06,	1.36036516e-04
            35,	9.00000000e-01,	1.25186534e-03,	5.00000000e-01,	             0,	1.50749552e-06,	1.32761746e-04
            36,	9.00000000e-01,	1.25021199e-03,	5.00000000e-01,	             0,	1.65335486e-06,	1.29639930e-04
            37,	9.00000000e-01,	1.24839349e-03,	5.00000000e-01,	             0,	1.81849081e-06,	1.25687213e-04
            38,	9.00000000e-01,	1.24659104e-03,	5.00000000e-01,	             0,	1.80245734e-06,	1.19819220e-04
            39,	9.00000000e-01,	1.24518613e-03,	5.00000000e-01,	             0,	1.40490274e-06,	1.07754007e-04
            40,	9.00000000e-01,	1.24456311e-03,	5.00000000e-01,	             0,	6.23024605e-07,	9.71319989e-05
            41,	9.00000000e-01,	1.24402342e-03,	5.00000000e-01,	             0,	5.39694154e-07,	9.44910360e-05
            42,	9.00000000e-01,	1.24351472e-03,	5.00000000e-01,	             0,	5.08693455e-07,	9.22541906e-05
            43,	9.00000000e-01,	1.24303373e-03,	5.00000000e-01,	             0,	4.80992194e-07,	9.01507270e-05
            44,	9.00000000e-01,	1.24257900e-03,	5.00000000e-01,	             0,	4.54725924e-07,	8.82493368e-05
            45,	9.00000000e-01,	1.24214687e-03,	5.00000000e-01,	             0,	4.32134155e-07,	8.67720408e-05
            46,	9.00000000e-01,	1.24173058e-03,	5.00000000e-01,	             0,	4.16293273e-07,	8.52953859e-05
            47,	9.00000000e-01,	1.24132758e-03,	5.00000000e-01,	             0,	4.02993247e-07,	8.38492125e-05
            48,	9.00000000e-01,	1.24093679e-03,	5.00000000e-01,	             0,	3.90790339e-07,	8.26172961e-05
            49,	9.00000000e-01,	1.24055797e-03,	5.00000000e-01,	             0,	3.78827112e-07,	8.11887600e-05
            50,	9.00000000e-01,	1.24018870e-03,	5.00000000e-01,	             0,	3.69270283e-07,	8.00569251e-05
            51,	9.00000000e-01,	1.23982513e-03,	5.00000000e-01,	             0,	3.63562018e-07,	7.90610246e-05
            52,	9.00000000e-01,	1.23946797e-03,	5.00000000e-01,	             0,	3.57159823e-07,	7.80984909e-05
            53,	9.00000000e-01,	1.23911449e-03,	5.00000000e-01,	             0,	3.53479608e-07,	7.71343705e-05
            54,	9.00000000e-01,	1.23876037e-03,	5.00000000e-01,	             0,	3.54126496e-07,	7.62367650e-05
            55,	9.00000000e-01,	1.23840190e-03,	5.00000000e-01,	             0,	3.58467272e-07,	7.54612154e-05
            56,	9.00000000e-01,	1.23803353e-03,	5.00000000e-01,	             0,	3.68369134e-07,	7.47181380e-05
