-33.120588 384247.232000 -4.283980 -45250.728100
-33.114417 382072.676000 -4.217614 -45205.716400
-33.108340 379900.276000 -4.152017 -45160.982200
-33.102357 377730.022000 -4.087166 -45116.469900
-33.096467 375561.903000 -4.023060 -45072.179400
-33.090668 373395.908000 -3.959698 -45028.110800
-33.084960 371232.027000 -3.897078 -44984.263900
-33.079341 369070.249000 -3.835197 -44940.589600
-33.073811 366910.568000 -3.774051 -44897.046400
-33.068368 364752.977000 -3.713638 -44853.634200
-33.063012 362597.470000 -3.653957 -44810.353200
-33.057741 360444.042000 -3.595009 -44767.203100
-33.052554 358292.685000 -3.536775 -44724.143900
-33.047451 356143.397000 -3.479243 -44681.138900
-33.042430 353996.176000 -3.422410 -44638.188200
-33.037491 351851.018000 -3.366277 -44595.291800
-33.032632 349707.922000 -3.310842 -44552.449600
-33.027853 347566.884000 -3.256093 -44509.634000
-33.023152 345427.905000 -3.202016 -44466.817300
-33.018528 343290.985000 -3.148611 -44423.999300
-33.013982 341156.123000 -3.095878 -44381.180200
-33.009511 339023.320000 -3.043815 -44338.359900
-33.005115 336892.577000 -2.992410 -44295.523100
-33.000792 334763.893000 -2.941650 -44252.652700
-32.996543 332637.272000 -2.891535 -44209.748900
-32.992365 330512.714000 -2.842063 -44166.811500
-32.988259 328390.221000 -2.793235 -44123.840600
-32.984223 326269.796000 -2.745037 -44080.827500
-32.980256 324151.439000 -2.697454 -44037.762300
-32.976358 322035.155000 -2.650487 -43994.644800
-32.972527 319920.945000 -2.604133 -43951.475100
-32.968763 317808.811000 -2.558394 -43908.253200
-32.965065 315698.757000 -2.513257 -43864.981900
-32.961431 313590.785000 -2.468707 -43821.665000
-32.957862 311484.896000 -2.424746 -43778.302400
-32.954357 309381.094000 -2.381371 -43734.894100
-32.950913 307279.379000 -2.338583 -43691.440100
-32.947532 305179.755000 -2.296368 -43647.953000
-32.944211 303082.221000 -2.254713 -43604.446400
-32.940950 300986.781000 -2.213618 -43560.920500
-32.937749 298893.433000 -2.173081 -43517.375200
-32.934606 296802.179000 -2.133102 -43473.810400
-32.931520 294713.020000 -2.093668 -43430.252600
-32.928492 292625.955000 -2.054767 -43386.725200
-32.925520 290540.982000 -2.016399 -43343.228100
-32.922603 288458.099000 -1.978563 -43299.761400
-32.919741 286377.305000 -1.941258 -43256.325700
-32.916932 284298.598000 -1.904469 -43212.971400
-32.914177 282221.973000 -1.868186 -43169.730800
-32.911474 280147.424000 -1.832409 -43126.604100
-32.908823 278074.946000 -1.797138 -43083.591000
-32.906223 276004.533000 -1.762370 -43040.696100
-32.903673 273936.178000 -1.728090 -42998.012300
-32.901172 271869.869000 -1.694289 -42955.576700
-32.898721 269805.595000 -1.660967 -42913.389400
-32.896317 267743.342000 -1.628124 -42871.450300
-32.893961 265683.101000 -1.595757 -42829.780300
-32.891652 263624.853000 -1.563847 -42788.535200
-32.889389 261568.577000 -1.532391 -42747.746900
-32.887172 259514.251000 -1.501388 -42707.415600
-32.884999 257461.853000 -1.470838 -42667.541200
-32.882870 255411.360000 -1.440735 -42628.186200
-32.880786 253362.744000 -1.411061 -42589.533200
-32.878743 251315.968000 -1.381814 -42551.594100
