484.6114502,7.474503109,492.0859533
484.5983272,7.459413016,492.0577402
484.9744709,6.981845105,491.9563161
485.8952431,5.990686608,491.8859297
487.2407665,4.647657604,491.8884241
488.8019826,3.192195942,491.9941786
490.3046374,1.880892933,492.1855304
491.5340033,0.8977216439,492.431725
492.3424984,0.3864073449,492.7289057
492.5918629,0.4391980326,493.031061
492.2978524,1.002634243,493.3004866
491.5743767,1.928923515,493.5033002
490.618497,2.99589139,493.6143884
489.654007,3.991981135,493.6459881
488.9134423,4.676458706,493.589901
488.5856431,4.9222045,493.5078476
488.7249318,4.699210324,493.4241421
489.3229548,4.040127446,493.3630823
490.2813209,3.085553296,493.3668742
491.4162002,2.022965208,493.4391654
492.5370477,1.071315451,493.6083631
493.3886552,0.4535437823,493.842199
493.8157416,0.3129877607,494.1287294
493.7171116,0.6853529692,494.4024645
493.1425253,1.490005054,494.6325304
492.2392733,2.550232991,494.7895063
491.1926521,3.679717714,494.8723698
490.2228693,4.655363606,494.8782329
489.5343331,5.271970348,494.8063035
489.2982541,5.417342186,494.7155963
489.5554911,5.059685827,494.6151769
490.2927318,4.273651779,494.5663836
491.3792694,3.200700092,494.5799695
492.6239664,2.061955485,494.6859219
493.7877152,1.095245721,494.882961
494.6460803,0.4985891378,495.1446695
495.0117392,0.4144192177,495.4261585
494.8652614,0.8363704441,495.7016319
494.2438749,1.700393718,495.9442686
493.2808446,2.82628931,496.107134
492.1768133,3.999922292,496.1767356
491.1900059,4.973088889,496.1630948
490.5303885,5.569517062,496.0999056
490.3257207,5.671431636,495.9971524
490.672734,5.227446305,495.9001803
491.5201223,4.331791442,495.8519138
492.699402,3.176736108,495.8761381
494.0075116,1.987350276,495.9948619
495.1908714,1.010347892,496.2012193
496.0352236,0.4451016616,496.4803252
496.3678218,0.417954301,496.7857761
496.1421807,0.9430601666,497.0852409
495.4149544,1.912389078,497.3273435
494.3600353,3.122893518,497.4829289
493.2108429,4.324879609,497.5357225
492.2343626,5.28358882,497.5179514
491.6147669,5.81258569,497.4273526
491.5178733,5.793310292,497.3111836
491.9837471,5.232293629,497.2160408
492.9385227,4.229885747,497.1684085
494.2212128,2.997446505,497.2186593
495.5620159,1.802360486,497.3643764
496.7044654,0.9037454302,497.6082108
497.4280022,0.4732099016,497.9012121
497.6273492,0.5788657729,498.2062149
497.2917935,1.212349768,498.5041432
496.4614497,2.272977349,498.7344271
495.3407973,3.533679402,498.8744767
494.1909024,4.731994075,498.9228964
493.2319602,5.662913365,498.8948736
492.6772781,6.122557518,498.7998356
492.6735441,6.013713467,498.6872575
493.2533483,5.351662016,498.6050103
494.3121344,4.268649626,498.580784
495.6789229,2.968805802,498.6477287
497.0817665,1.743272787,498.8250393
498.2496052,0.8309039688,499.0805092
498.9637186,0.4402581598,499.4039768
499.0782552,0.6602227069,499.7384779
498.5881316,1.448926085,500.0370577
497.6423156,2.624953009,500.2672686
496.4284063,3.978497776,500.4069041
495.1918192,5.247745776,500.439565
494.2176746,6.152253802,500.3699284
493.7229601,6.54751222,500.2704724
493.79583,6.335272111,500.1311021
494.5101925,5.523398153,500.0335906
495.7205234,4.295883317,500.0164068
497.1835394,2.915309495,500.0988489
498.6328667,1.654409585,500.2872763
499.8051806,0.7523375383,500.5575182
500.4894432,0.4019954511,500.8914387
500.5538215,0.6744504546,501.2282719
500.0362106,1.488170573,501.5243811
499.04642,2.70661477,501.7530348
497.8167825,4.055603845,501.8723863
496.617544,5.269440535,501.8869846
495.7294059,6.088600136,501.8180061
495.3279901,6.401886801,501.7298769
495.4452182,6.169857197,501.6150754
496.1515948,5.373889753,501.5254846
