 iteration	    volume	       obj	 step-size	num-reeval	succ-objdiff	 stnrty-L2	  stnrty-B	
0,	9.00000000e-01,	1.55694098e-02,	-1.00000000e+00,	0,	inf,	7.61127312e-02,	2.46637114e-02,	
1,	9.00000000e-01,	1.40590758e-02,	8.23422545e-01,	0,	1.51033406e-03,	6.08472643e-02,	2.00978504e-02,	
2,	9.00000000e-01,	1.01495423e-02,	3.86349146e+00,	0,	3.90953344e-03,	3.37671636e-02,	1.12378136e-02,	
3,	9.00000000e-01,	7.58632927e-03,	7.98321905e+00,	0,	2.56321305e-03,	2.00756692e-02,	6.46503232e-03,	
4,	9.00000000e-01,	5.81833894e-03,	1.81098335e+01,	0,	1.76799033e-03,	1.15600714e-02,	3.31490494e-03,	
5,	9.00000000e-01,	4.92132668e-03,	3.60718748e+01,	0,	8.97012256e-04,	7.12643321e-03,	1.83206207e-03,	
6,	9.00000000e-01,	4.31984758e-03,	7.62506518e+01,	0,	6.01479097e-04,	5.49227738e-03,	1.19853685e-03,	
7,	9.00000000e-01,	3.71823772e-03,	2.00977025e+02,	0,	6.01609863e-04,	5.06729061e-03,	1.07847117e-03,	
8,	9.00000000e-01,	3.61410449e-03,	3.66565066e+02,	0,	1.04133234e-04,	1.06553739e-02,	2.74179592e-03,	
9,	9.00000000e-01,	3.23333303e-03,	1.14223465e+02,	1,	3.80771462e-04,	6.41264067e-03,	1.46554793e-03,	
10,	9.00000000e-01,	2.74409806e-03,	1.00539877e+02,	0,	4.89234969e-04,	4.89501018e-03,	8.48244503e-04,	
11,	9.00000000e-01,	2.42726279e-03,	1.62053357e+02,	0,	3.16835261e-04,	4.18893841e-03,	6.36832522e-04,	
12,	9.00000000e-01,	1.96601663e-03,	5.35229015e+02,	0,	4.61246162e-04,	3.24674952e-03,	4.00942950e-04,	
13,	9.00000000e-01,	1.60786022e-03,	1.58977865e+03,	0,	3.58156412e-04,	1.98732375e-03,	2.57012878e-04,	
14,	9.00000000e-01,	1.48076287e-03,	4.33478633e+03,	0,	1.27097351e-04,	2.76890615e-03,	6.97880028e-04,	
15,	9.00000000e-01,	1.42131915e-03,	2.71334226e+03,	0,	5.94437160e-05,	2.79080740e-03,	6.69510715e-04,	
16,	9.00000000e-01,	1.37362153e-03,	1.94241849e+03,	0,	4.76976230e-05,	1.07310535e-03,	1.01086287e-04,	
17,	9.00000000e-01,	1.34179278e-03,	1.87844770e+03,	0,	3.18287539e-05,	9.41296109e-04,	8.83075638e-05,	
18,	9.00000000e-01,	1.30349837e-03,	6.58270585e+03,	0,	3.82944021e-05,	5.59545557e-04,	7.55966801e-05,	
19,	9.00000000e-01,	1.29121138e-03,	1.44475254e+04,	0,	1.22869928e-05,	1.01803996e-03,	1.81394469e-04,	
20,	9.00000000e-01,	1.26477444e-03,	6.16371368e+03,	0,	2.64369397e-05,	4.47906982e-04,	7.99408106e-05,	
21,	9.00000000e-01,	1.25528049e-03,	5.05006945e+03,	0,	9.49395373e-06,	2.41120748e-04,	3.36230080e-05,	
22,	9.00000000e-01,	1.24625301e-03,	4.82804697e+03,	0,	9.02748146e-06,	2.11384677e-04,	2.76699505e-05,	
23,	9.00000000e-01,	1.23572123e-03,	1.61514670e+04,	1,	1.05317716e-05,	1.53945017e-04,	2.53188613e-05,	
24,	9.00000000e-01,	1.23280330e-03,	1.28861615e+04,	1,	2.91792946e-06,	1.35251324e-04,	2.60075551e-05,	
25,	9.00000000e-01,	1.22910458e-03,	9.87009002e+03,	0,	3.69872498e-06,	1.03475784e-04,	2.13405900e-05,	
26,	9.00000000e-01,	1.22714127e-03,	7.67831145e+03,	0,	1.96330914e-06,	8.22439130e-05,	1.71136393e-05,	
27,	9.00000000e-01,	1.22551430e-03,	8.03748617e+03,	0,	1.62696591e-06,	6.95965570e-05,	1.69657390e-05,	
28,	9.00000000e-01,	1.22248658e-03,	1.80084563e+04,	0,	3.02772818e-06,	8.06203741e-05,	1.86032690e-05,	
29,	9.00000000e-01,	1.22073244e-03,	3.21644682e+04,	0,	1.75413190e-06,	6.27435395e-05,	1.49152175e-05,	
30,	9.00000000e-01,	1.22006857e-03,	2.55081634e+04,	0,	6.63870920e-07,	6.28744203e-05,	1.32381305e-05,	
