 iteration	    volume	       obj	 step-size	num-reeval	succ-objdiff	 stnrty-L2	  stnrty-B	
0,	1.50000000e+00,	4.78452499e-02,	-1.00000000e+00,	0,	inf,	1.35592583e-01,	4.79391426e-02,	
1,	1.50000000e+00,	4.09491552e-02,	1.04540516e+00,	0,	6.89609467e-03,	1.01511305e-01,	3.56198055e-02,	
2,	1.50000000e+00,	2.93386635e-02,	3.97525540e+00,	0,	1.16104918e-02,	5.54346762e-02,	1.81390416e-02,	
3,	1.50000000e+00,	2.30142137e-02,	8.24337674e+00,	0,	6.32444976e-03,	3.53319463e-02,	9.81302827e-03,	
4,	1.50000000e+00,	1.90661976e-02,	2.07202370e+01,	0,	3.94801612e-03,	2.43653629e-02,	4.58264089e-03,	
5,	1.50000000e+00,	1.70123243e-02,	4.77090155e+01,	0,	2.05387326e-03,	2.01924035e-02,	2.66374367e-03,	
6,	1.50000000e+00,	1.49528948e-02,	1.54490574e+02,	0,	2.05942953e-03,	1.40846133e-02,	2.17822266e-03,	
7,	1.50000000e+00,	1.43577756e-02,	2.02326246e+02,	1,	5.95119162e-04,	1.42528181e-02,	3.58988436e-03,	
8,	1.50000000e+00,	1.34112243e-02,	7.28807749e+01,	1,	9.46551314e-04,	1.14517767e-02,	1.66240076e-03,	
9,	1.50000000e+00,	1.29365986e-02,	6.58835009e+01,	0,	4.74625754e-04,	1.00619715e-02,	1.14916936e-03,	
10,	1.50000000e+00,	1.24255423e-02,	1.57000324e+02,	0,	5.11056264e-04,	8.61385667e-03,	9.56774004e-04,	
11,	1.50000000e+00,	1.16496462e-02,	6.29816331e+02,	0,	7.75896093e-04,	7.85714601e-03,	1.40086952e-03,	
12,	1.50000000e+00,	1.10468300e-02,	1.99238929e+02,	3,	6.02816213e-04,	6.83456374e-03,	8.84914876e-04,	
13,	1.50000000e+00,	1.06164726e-02,	2.43674199e+02,	0,	4.30357401e-04,	6.18016231e-03,	6.42594420e-04,	
14,	1.50000000e+00,	1.01185364e-02,	6.01912179e+02,	0,	4.97936211e-04,	4.87957837e-03,	4.83723256e-04,	
15,	1.50000000e+00,	9.91808401e-03,	2.53733978e+03,	2,	2.00452380e-04,	9.62379633e-03,	2.64110664e-03,	
16,	1.50000000e+00,	9.57029516e-03,	1.13506329e+03,	0,	3.47788845e-04,	2.38602249e-03,	1.82519405e-04,	
17,	1.50000000e+00,	9.49066352e-03,	1.12680266e+03,	0,	7.96316417e-05,	1.83341811e-03,	1.26673693e-04,	
18,	1.50000000e+00,	9.37934165e-03,	6.65407721e+03,	1,	1.11321872e-04,	9.12890924e-04,	1.45634034e-04,	
19,	1.50000000e+00,	9.31141652e-03,	2.48747376e+04,	0,	6.79251328e-05,	2.40468771e-04,	2.58009477e-05,	
20,	1.50000000e+00,	9.28564262e-03,	5.19978837e+04,	0,	2.57738997e-05,	7.98075705e-05,	1.10673299e-05,	
21,	1.50000000e+00,	9.27643531e-03,	2.76112290e+05,	0,	9.20730471e-06,	6.94779746e-05,	6.44764083e-06,	
22,	1.50000000e+00,	9.27491224e-03,	3.40825128e+06,	0,	1.52307112e-06,	9.90721764e-05,	1.12224853e-06,	
23,	1.50000000e+00,	9.26948263e-03,	2.47498714e+06,	0,	5.42960705e-06,	3.04451667e-05,	1.04623935e-06,	
24,	1.50000000e+00,	9.26827269e-03,	3.80198032e+06,	0,	1.20993941e-06,	1.00794712e-05,	8.10797795e-07,	
25,	1.50000000e+00,	9.26757268e-03,	6.89034997e+06,	0,	7.00014760e-07,	8.33997664e-06,	6.91581335e-07,	
