 iteration	    volume	       obj	 step-size	num-reeval	succ-objdiff	 stnrty-L2	  stnrty-B	
0,	1.50000000e+00,	4.80279457e-02,	-1.00000000e+00,	0,	inf,	1.36138018e-01,	4.81319837e-02,	
1,	1.50000000e+00,	4.08357028e-02,	1.08969147e+00,	0,	7.19224288e-03,	1.00665111e-01,	3.52998997e-02,	
2,	1.50000000e+00,	2.93504611e-02,	3.99114627e+00,	0,	1.14852417e-02,	5.53327670e-02,	1.80785993e-02,	
3,	1.50000000e+00,	2.30121503e-02,	8.34923488e+00,	0,	6.33831083e-03,	3.51979704e-02,	9.72996720e-03,	
4,	1.50000000e+00,	1.91009937e-02,	2.08878714e+01,	0,	3.91115664e-03,	2.43857252e-02,	4.55419516e-03,	
5,	1.50000000e+00,	1.70471799e-02,	4.82489124e+01,	0,	2.05381379e-03,	2.01611330e-02,	2.65636463e-03,	
6,	1.50000000e+00,	1.49779011e-02,	1.56918952e+02,	0,	2.06927878e-03,	1.40967587e-02,	2.17610572e-03,	
7,	1.50000000e+00,	1.41016730e-02,	1.02308036e+02,	2,	8.76228084e-04,	1.21647129e-02,	1.67074043e-03,	
8,	1.50000000e+00,	1.33720233e-02,	1.49798948e+02,	0,	7.29649678e-04,	1.11867168e-02,	1.50895312e-03,	
9,	1.50000000e+00,	1.28878255e-02,	2.08843513e+02,	0,	4.84197812e-04,	9.74425865e-03,	1.87693488e-03,	
10,	1.50000000e+00,	1.23566450e-02,	8.54789401e+01,	1,	5.31180456e-04,	8.49541996e-03,	9.42141643e-04,	
11,	1.50000000e+00,	1.21002589e-02,	9.68443147e+01,	0,	2.56386110e-04,	7.92359141e-03,	8.35283909e-04,	
12,	1.50000000e+00,	1.09020157e-02,	1.04755751e+03,	0,	1.19824328e-03,	6.02394574e-03,	8.44892793e-04,	
13,	1.50000000e+00,	1.01808123e-02,	4.42833368e+03,	0,	7.21203389e-04,	4.16132596e-03,	4.78794196e-04,	
14,	1.50000000e+00,	9.64226668e-03,	9.01151523e+03,	0,	5.38545589e-04,	3.67915413e-03,	9.68001507e-04,	
15,	1.50000000e+00,	9.43935212e-03,	1.06881590e+04,	0,	2.02914558e-04,	5.54097800e-04,	6.50630711e-05,	
16,	1.50000000e+00,	9.39884071e-03,	1.28923651e+04,	0,	4.05114156e-05,	5.93531729e-04,	1.06425041e-04,	
17,	1.50000000e+00,	9.37045697e-03,	1.29289006e+04,	0,	2.83837313e-05,	2.07767007e-04,	2.05996052e-05,	
18,	1.50000000e+00,	9.35422074e-03,	1.53248444e+04,	0,	1.62362394e-05,	1.53879288e-04,	2.09367932e-05,	
19,	1.50000000e+00,	9.34314545e-03,	2.56547135e+05,	0,	1.10752841e-05,	1.86580562e-04,	4.77864715e-06,	
20,	1.50000000e+00,	9.33326096e-03,	2.88037028e+05,	0,	9.88449599e-06,	6.27403671e-05,	3.38117922e-06,	
21,	1.50000000e+00,	9.32908727e-03,	2.62030260e+05,	0,	4.17368398e-06,	4.33341355e-05,	2.81603133e-06,	
22,	1.50000000e+00,	9.32568421e-03,	3.91620276e+05,	0,	3.40306123e-06,	3.72175387e-05,	2.66785478e-06,	
23,	1.50000000e+00,	9.32403298e-03,	5.40539354e+05,	0,	1.65122600e-06,	2.85017798e-05,	1.55742534e-06,	
24,	1.50000000e+00,	9.32310844e-03,	5.15905149e+05,	0,	9.24546691e-07,	2.02318065e-05,	1.10807209e-06,	
