 iteration	    volume	       obj	 step-size	num-reeval	succ-objdiff	 stnrty-L2	  stnrty-B	
0,	1.50000000e+00,	4.58287571e-02,	-1.00000000e+00,	0,	inf,	1.29930027e-01,	4.59371232e-02,	
1,	1.50000000e+00,	3.84105164e-02,	1.25436398e+00,	0,	7.41824067e-03,	9.35110277e-02,	3.27423952e-02,	
2,	1.50000000e+00,	2.77976281e-02,	4.25787410e+00,	0,	1.06128883e-02,	5.21165886e-02,	1.69728732e-02,	
3,	1.50000000e+00,	2.17750415e-02,	9.07760299e+00,	0,	6.02258666e-03,	3.30102621e-02,	9.03289127e-03,	
4,	1.50000000e+00,	1.81506303e-02,	2.24776556e+01,	0,	3.62441112e-03,	2.31013815e-02,	4.25031078e-03,	
5,	1.50000000e+00,	1.62072931e-02,	5.22819447e+01,	0,	1.94333728e-03,	1.90369262e-02,	2.49883979e-03,	
6,	1.50000000e+00,	1.42286183e-02,	1.71491967e+02,	0,	1.97867482e-03,	1.33492716e-02,	2.05327365e-03,	
7,	1.50000000e+00,	1.37569769e-02,	2.21496456e+02,	1,	4.71641318e-04,	1.41299984e-02,	3.68927440e-03,	
8,	1.50000000e+00,	1.34115491e-02,	1.45504496e+02,	0,	3.45427881e-04,	1.34420479e-02,	2.78496440e-03,	
9,	1.50000000e+00,	1.24857110e-02,	1.04353178e+02,	0,	9.25838007e-04,	1.00356587e-02,	1.59463442e-03,	
10,	1.50000000e+00,	1.18536819e-02,	1.03624975e+02,	0,	6.32029193e-04,	8.65472119e-03,	1.05174483e-03,	
11,	1.50000000e+00,	1.13872302e-02,	1.77768544e+02,	0,	4.66451658e-04,	7.50392788e-03,	8.81287366e-04,	
12,	1.50000000e+00,	1.08614428e-02,	4.62728026e+02,	0,	5.25787415e-04,	7.37558291e-03,	1.39431973e-03,	
13,	1.50000000e+00,	1.04141427e-02,	3.50536882e+02,	1,	4.47300120e-04,	6.79671994e-03,	1.15096877e-03,	
14,	1.50000000e+00,	9.95598150e-03,	2.97748490e+02,	0,	4.58161159e-04,	5.59576580e-03,	6.09111273e-04,	
15,	1.50000000e+00,	9.65016374e-03,	3.52228374e+02,	0,	3.05817757e-04,	4.81079369e-03,	4.21200587e-04,	
16,	1.50000000e+00,	9.23829438e-03,	1.85339532e+03,	0,	4.11869367e-04,	3.22116138e-03,	3.78908528e-04,	
17,	1.50000000e+00,	9.12358336e-03,	4.08946736e+03,	3,	1.14711014e-04,	2.09103186e-03,	4.25546662e-04,	
18,	1.50000000e+00,	9.02405534e-03,	3.62170806e+03,	0,	9.95280255e-05,	8.01056471e-04,	7.15200750e-05,	
19,	1.50000000e+00,	8.98220446e-03,	4.35300438e+03,	0,	4.18508804e-05,	5.23105976e-04,	6.25817696e-05,	
20,	1.50000000e+00,	8.95188716e-03,	3.62608740e+04,	6,	3.03172992e-05,	2.48445194e-04,	3.43062035e-05,	
21,	1.50000000e+00,	8.94550345e-03,	5.57051208e+04,	0,	6.38370459e-06,	1.14522429e-04,	1.12021711e-05,	
22,	1.50000000e+00,	8.93669128e-03,	3.62852476e+04,	0,	8.81217849e-06,	7.03916479e-05,	9.81526650e-06,	
23,	1.50000000e+00,	8.93460313e-03,	3.26991887e+04,	0,	2.08814534e-06,	6.04578999e-05,	8.80484721e-06,	
24,	1.50000000e+00,	8.93222024e-03,	2.31214440e+04,	0,	2.38289432e-06,	4.89959237e-05,	7.65443825e-06,	
25,	1.50000000e+00,	8.93136940e-03,	2.21379875e+04,	0,	8.50834787e-07,	4.97931462e-05,	8.69555131e-06,	
