 iteration	    volume	       obj	 step-size	num-reeval	succ-objdiff	 stnrty-L2	  stnrty-B	
223,	5.23803711e-01,	6.15145845e+02,	1.30120364e+02,	0,	2.89348476e-01,	3.73817157e+03,	7.20639919e-06,	
224,	5.23223594e-01,	6.14912685e+02,	1.51853901e+02,	0,	2.33160856e-01,	3.73326124e+03,	5.18104053e-04,	
225,	5.22933960e-01,	6.14608756e+02,	1.51497485e+02,	0,	3.03928264e-01,	3.73151793e+03,	5.29814675e-15,	
226,	5.22353014e-01,	6.14383810e+02,	1.57420847e+02,	0,	2.24946812e-01,	3.64695345e+03,	2.82093707e-03,	
227,	5.22033720e-01,	6.14095111e+02,	1.52449742e+02,	0,	2.88698412e-01,	3.72519586e+03,	5.99952507e-04,	
228,	5.21438599e-01,	6.13807638e+02,	1.67345685e+02,	0,	2.87473327e-01,	3.72085439e+03,	6.70182869e-56,	
229,	5.21255493e-01,	6.13596412e+02,	1.88007766e+02,	0,	2.11226068e-01,	3.71109944e+03,	1.29695871e-07,	
230,	5.20935059e-01,	6.13465636e+02,	2.02080551e+02,	0,	1.30775542e-01,	3.71620629e+03,	1.24968312e-18,	
231,	5.20736694e-01,	6.13298201e+02,	1.49867190e+02,	0,	1.67434934e-01,	3.71194574e+03,	3.78112335e-06,	
232,	5.20324707e-01,	6.13110249e+02,	1.37105041e+02,	0,	1.87952279e-01,	3.71242297e+03,	6.12381457e-34,	
233,	5.20065308e-01,	6.12869492e+02,	1.85652142e+02,	0,	2.40756973e-01,	3.70967053e+03,	3.27215751e-47,	
234,	5.19683838e-01,	6.12709023e+02,	2.12818184e+02,	0,	1.60468893e-01,	3.70764201e+03,	9.34545211e-07,	
235,	5.19409180e-01,	6.12489621e+02,	2.23339879e+02,	0,	2.19402341e-01,	3.56868092e+03,	7.36791313e-19,	
236,	5.19255378e-01,	6.12404338e+02,	1.90441131e+02,	0,	8.52829344e-02,	3.70483478e+03,	1.08966928e-01,	
237,	5.18966673e-01,	6.12194109e+02,	1.49531503e+02,	0,	2.10228821e-01,	3.70178166e+03,	8.91481060e-04,	
238,	5.18826588e-01,	6.12115374e+02,	1.21325698e+02,	0,	7.87353074e-02,	3.70115771e+03,	2.52419477e-03,	
239,	5.18539429e-01,	6.11985070e+02,	1.18516617e+02,	0,	1.30303757e-01,	3.69897343e+03,	9.61099887e-21,	
240,	5.18646240e-01,	6.11960457e+02,	9.49146210e+01,	0,	2.46130492e-02,	3.69941454e+03,	3.13922282e-84,	
241,	5.18539429e-01,	6.11925112e+02,	7.44932799e+01,	0,	3.53453168e-02,	3.69868255e+03,	4.40240293e-06,	
242,	5.18402100e-01,	6.11910111e+02,	4.61314939e+01,	0,	1.50001681e-02,	3.69824752e+03,	9.56531240e-30,	
243,	5.18386425e-01,	6.11852699e+02,	2.55582890e+01,	0,	5.74122073e-02,	3.69767636e+03,	9.91915660e-03,	
244,	5.18371107e-01,	6.11852646e+02,	4.90466416e+00,	2,	5.36884353e-05,	3.69798584e+03,	4.88154385e-03,	
