,Program_AOT,KernelName,Time_AOT,Time_JIT,Speedup
0,BP4VectorDiffusionOrder=6,"mfem::HipKernel1D<mfem::Vector::operator=(double)::lambda(int)>(int,mfem::Vector::operator=(double)::lambda(int))",0.00017999999999999998,0.00013099999999999999,1.3740458015267176
1,BP4VectorDiffusionOrder=6,"mfem::HipKernel1D<mfem::Vector::operator=(double)::lambda(int)>(int,mfem::Vector::operator=(double)::lambda(int))",0.00017999999999999998,0.00018999999999999998,0.9473684210526315
2,BP4VectorDiffusionOrder=6,"mfem::HipKernel1D<mfem::Vector::operator=(double)::lambda(int)>(int,mfem::Vector::operator=(double)::lambda(int))",0.00017999999999999998,3e-06,59.99999999999999
3,BP4VectorDiffusionOrder=6,nan,0.000277,0.000279,0.992831541218638
4,BP4VectorDiffusionOrder=6,"mfem::HipKernel1D<mfem::ElementRestriction::Mult(mfem::Vectorconst&,mfem::Vector&)const::lambda(int)>(int,mfem::ElementRestriction::Mult(mfem::Vectorconst&,mfem::Vector&)const::lambda(int))",0.0005099999999999999,1.4999999999999999e-05,34.0
5,BP4VectorDiffusionOrder=6,"mfem::HipKernel1D<mfem::ElementRestriction::Mult(mfem::Vectorconst&,mfem::Vector&)const::lambda(int)>(int,mfem::ElementRestriction::Mult(mfem::Vectorconst&,mfem::Vector&)const::lambda(int))",0.0005099999999999999,0.000539,0.9461966604823747
6,BP4VectorDiffusionOrder=6,"mfem::HipKernel3D<mfem::internal::quadrature_interpolator::Det3D<0,0,false>(int,const*,const*,const*,double*,int,int,mfem::Vector*)::lambda(int)>(int,mfem::internal::quadrature_interpolator::Det3D<0,0,false>(int,const*,const*,const*,double*,int,int,mfem::Vector*)::lambda(int))",0.003008,0.002856,1.0532212885154062
7,BP4VectorDiffusionOrder=6,"mfem::HipKernel2D<mfem::DLFEvalAssemble3D<0,0>(int,int,int,int,int,const*,const*,const*,const*,mfem::Vectorconst&,double*)::lambda(int)>(int,mfem::DLFEvalAssemble3D<0,0>(int,int,int,int,int,const*,const*,const*,const*,mfem::Vectorconst&,double*)::lambda(int))",0.0032229999999999997,0.002887,1.116383789400762
8,BP4VectorDiffusionOrder=6,"mfem::HipKernel1D<mfem::ElementRestriction::TAddMultTranspose<false>(mfem::Vectorconst&,mfem::Vector&)const::lambda(int)>(int,mfem::ElementRestriction::TAddMultTranspose<false>(mfem::Vectorconst&,mfem::Vector&)const::lambda(int))",0.002205,0.002209,0.9981892258940697
9,BP4VectorDiffusionOrder=6,"mfem::HipKernel3D<mfem::internal::quadrature_interpolator::Derivatives3D<(mfem::QVectorLayout)0,false,0,0,0>(int,const*,const*,const*,const*,double*,int,int,int,int)::lambda(int)>(int,mfem::internal::quadrature_interpolator::Derivatives3D<(mfem::QVectorLayout)0,false,0,0,0>(int,const*,const*,const*,const*,double*,int,int,int,int)::lambda(int))",0.002557,0.001942,1.3166838311019566
